Method,Seed,Initial Set Size,Initial Test R2,Budget,Labeled Set Size,Test R2,Cost Function,Total Cost
greedycost,789,475,0.01103087918473955,10,486,0.03611756713909475,pointwise_by_region,486.0
greedycost,1,475,0.01103087918473955,10,479,0.02976372235889646,pointwise_by_region,479.0
greedycost,42,475,0.01103087918473955,10,485,0.06571198186284322,pointwise_by_region,485.0
greedycost,456,475,0.01103087918473955,10,486,0.05411292946967028,pointwise_by_region,486.0
greedycost,123,475,0.01103087918473955,10,482,0.11066133690776603,pointwise_by_region,482.0
greedycost,789,475,0.01103087918473955,20,495,0.09761766635153102,pointwise_by_region,495.0
greedycost,1,475,0.01103087918473955,20,489,0.0697335772205453,pointwise_by_region,489.0
greedycost,42,475,0.01103087918473955,20,495,0.12396927811878178,pointwise_by_region,495.0
greedycost,456,475,0.01103087918473955,20,497,0.11759100331586336,pointwise_by_region,497.0
greedycost,123,475,0.01103087918473955,20,491,0.13960674394800687,pointwise_by_region,491.0
greedycost,789,475,0.01103087918473955,30,505,0.1750759869472942,pointwise_by_region,505.0
greedycost,1,475,0.01103087918473955,30,499,0.08623082870555165,pointwise_by_region,499.0
greedycost,42,475,0.01103087918473955,30,504,0.10713589839402482,pointwise_by_region,504.0
greedycost,456,475,0.01103087918473955,30,504,0.14982157760197434,pointwise_by_region,504.0
greedycost,123,475,0.01103087918473955,30,505,0.17095093889136437,pointwise_by_region,505.0
greedycost,789,475,0.01103087918473955,40,519,0.2145358382717092,pointwise_by_region,519.0
greedycost,1,475,0.01103087918473955,40,513,0.13002500015813867,pointwise_by_region,513.0
greedycost,42,475,0.01103087918473955,40,512,0.15245046399019768,pointwise_by_region,512.0
greedycost,456,475,0.01103087918473955,40,515,0.17770187234911317,pointwise_by_region,515.0
greedycost,123,475,0.01103087918473955,40,518,0.19323377967636135,pointwise_by_region,518.0
greedycost,789,475,0.01103087918473955,50,530,0.2366681354256972,pointwise_by_region,530.0
greedycost,1,475,0.01103087918473955,50,523,0.14327637596834442,pointwise_by_region,523.0
greedycost,42,475,0.01103087918473955,50,520,0.19522158559767477,pointwise_by_region,520.0
greedycost,456,475,0.01103087918473955,50,526,0.17199242752101984,pointwise_by_region,526.0
greedycost,123,475,0.01103087918473955,50,529,0.2323686407437182,pointwise_by_region,529.0
greedycost,789,475,0.01103087918473955,60,544,0.24797291444143466,pointwise_by_region,544.0
greedycost,1,475,0.01103087918473955,60,533,0.15232644539000628,pointwise_by_region,533.0
greedycost,42,475,0.01103087918473955,60,533,0.2114233103488371,pointwise_by_region,533.0
greedycost,456,475,0.01103087918473955,60,535,0.16962863527246963,pointwise_by_region,535.0
greedycost,123,475,0.01103087918473955,60,538,0.23201328847164315,pointwise_by_region,538.0
greedycost,789,475,0.01103087918473955,70,554,0.266991855826467,pointwise_by_region,554.0
greedycost,1,475,0.01103087918473955,70,551,0.2425863819515237,pointwise_by_region,551.0
greedycost,42,475,0.01103087918473955,70,543,0.22006109531881946,pointwise_by_region,543.0
greedycost,456,475,0.01103087918473955,70,546,0.21690251225803425,pointwise_by_region,546.0
greedycost,123,475,0.01103087918473955,70,546,0.14356418984090158,pointwise_by_region,546.0
greedycost,789,475,0.01103087918473955,80,559,0.23433464993608777,pointwise_by_region,559.0
greedycost,1,475,0.01103087918473955,80,558,0.24890135219798892,pointwise_by_region,558.0
greedycost,42,475,0.01103087918473955,80,553,0.23317983669125453,pointwise_by_region,553.0
greedycost,456,475,0.01103087918473955,80,549,0.21976373978489383,pointwise_by_region,549.0
