Method,Seed,Initial Set Size,Initial Test R2,Budget,Test R2
inversetypiclust,789,270,0.04497328900034203,10,0.12022746131568696
inversetypiclust,1,270,0.04497328900034203,10,0.11590041150519048
inversetypiclust,42,270,0.04497328900034203,10,0.12438593496831174
inversetypiclust,456,270,0.04497328900034203,10,0.11129061742999746
inversetypiclust,123,270,0.04497328900034203,10,0.09884504504760172
inversetypiclust,789,270,0.04497328900034203,20,0.10770623866058227
inversetypiclust,1,270,0.04497328900034203,20,0.17479971026478913
inversetypiclust,42,270,0.04497328900034203,20,0.2048206080049748
inversetypiclust,456,270,0.04497328900034203,20,0.13914649427867487
inversetypiclust,123,270,0.04497328900034203,20,0.08845029836671126
inversetypiclust,789,270,0.04497328900034203,30,0.18852483119929853
inversetypiclust,1,270,0.04497328900034203,30,0.2026650115949914
inversetypiclust,42,270,0.04497328900034203,30,0.18152681485917532
inversetypiclust,456,270,0.04497328900034203,30,0.20340589083439597
inversetypiclust,123,270,0.04497328900034203,30,0.11885679371315383
inversetypiclust,789,270,0.04497328900034203,40,0.2732235345191205
inversetypiclust,1,270,0.04497328900034203,40,0.22973134635093684
inversetypiclust,42,270,0.04497328900034203,40,0.23938907382169927
inversetypiclust,456,270,0.04497328900034203,40,0.2005790271568082
inversetypiclust,123,270,0.04497328900034203,40,0.17291414249140247
inversetypiclust,789,270,0.04497328900034203,50,0.2686541869169766
inversetypiclust,1,270,0.04497328900034203,50,0.24031425325493228
inversetypiclust,42,270,0.04497328900034203,50,0.24399426461085305
inversetypiclust,456,270,0.04497328900034203,50,0.27090911939428386
inversetypiclust,123,270,0.04497328900034203,50,0.22227901503650704
inversetypiclust,789,270,0.04497328900034203,60,0.29346964784139273
inversetypiclust,1,270,0.04497328900034203,60,0.3034939377811732
inversetypiclust,42,270,0.04497328900034203,60,0.27104398358711645
inversetypiclust,456,270,0.04497328900034203,60,0.27557558012285965
inversetypiclust,123,270,0.04497328900034203,60,0.22728776964263753
inversetypiclust,789,270,0.04497328900034203,70,0.28626704431190675
inversetypiclust,1,270,0.04497328900034203,70,0.3024456514243197
inversetypiclust,42,270,0.04497328900034203,70,0.31694884748538643
inversetypiclust,456,270,0.04497328900034203,70,0.3354570178342653
inversetypiclust,123,270,0.04497328900034203,70,0.3094907463635741
inversetypiclust,789,270,0.04497328900034203,80,0.3300250081549517
inversetypiclust,1,270,0.04497328900034203,80,0.2594634997039388
inversetypiclust,42,270,0.04497328900034203,80,0.3168133600552029
inversetypiclust,456,270,0.04497328900034203,80,0.3250680306847592
inversetypiclust,123,270,0.04497328900034203,80,0.24358369721031692
inversetypiclust,789,270,0.04497328900034203,90,0.34878707721416546
inversetypiclust,1,270,0.04497328900034203,90,0.31641807860571136
inversetypiclust,42,270,0.04497328900034203,90,0.28684937173512026
inversetypiclust,456,270,0.04497328900034203,90,0.3401678023344812
inversetypiclust,123,270,0.04497328900034203,90,0.22812674659504317
inversetypiclust,789,270,0.04497328900034203,100,0.32113088630171405
inversetypiclust,1,270,0.04497328900034203,100,0.33037153374225814
inversetypiclust,42,270,0.04497328900034203,100,0.37110761092116307
inversetypiclust,456,270,0.04497328900034203,100,0.33968463428563145
inversetypiclust,123,270,0.04497328900034203,100,0.33586444454682707
inversetypiclust,789,270,0.04497328900034203,150,0.3652007016936325
inversetypiclust,1,270,0.04497328900034203,150,0.3791897270600132
inversetypiclust,42,270,0.04497328900034203,150,0.4057785967457498
inversetypiclust,456,270,0.04497328900034203,150,0.3778874596118278
inversetypiclust,123,270,0.04497328900034203,150,0.37583282270292184
inversetypiclust,789,270,0.04497328900034203,200,0.4007194741049902
inversetypiclust,1,270,0.04497328900034203,200,0.4294881869999103
inversetypiclust,42,270,0.04497328900034203,200,0.4162060620117558
inversetypiclust,456,270,0.04497328900034203,200,0.40093017734174163
inversetypiclust,123,270,0.04497328900034203,200,0.44872734803570746
inversetypiclust,789,270,0.04497328900034203,1000,0.5603644833219181
inversetypiclust,1,270,0.04497328900034203,1000,0.55096953651389
inversetypiclust,42,270,0.04497328900034203,1000,0.5678389021173554
inversetypiclust,456,270,0.04497328900034203,1000,0.5760179516550243
inversetypiclust,123,270,0.04497328900034203,1000,0.5475189478272229
